[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=16 / layers=129  idx=49561 / solSize=50311
LAYER=89 / layers=129  idx=26512 / solSize=50311
LAYER=85 / layers=129  idx=28469 / solSize=50311
LAYER=101 / layers=129  idx=19794 / solSize=50311
LAYER=84 / layers=129  idx=29095 / solSize=50311
LAYER=48 / layers=129  idx=43381 / solSize=50311
LAYER=93 / layers=129  idx=24242 / solSize=50311
LAYER=108 / layers=129  idx=15595
 / solSize=50311
LAYER=121 / layers=129  idx=6416 / solSize=50311LAYER=
53 / layers=129  idx=41813 / solSize=50311
LAYER=47LAYER= / layers=129  idx=43627 / solSize=50311
111 / layers=LAYER=129  idx=13499 / solSize=9650311 / layers=
129  idx=22856 / solSize=5031150311
LAYER=LAYER=126 / layers=12989
 / layers=  idx=129  idx=26795 / solSize=50311
LAYER=62 / layers=129  idx=38752 / solSize=50311
LAYER=119 / layers=129  idx=8011 / solSize=50311
LAYER=65 / layers=129  idx=37659 / solSize=50311
LAYER=81 / layers=129  idx=30629 / solSize=50311
LAYER=67 / layers=129  idx=36969 / solSize=50311LAYER=
LAYER=12264 / layers= / layers=129129  idx=  idx=540738098 / solSize= / solSize=50311
50311
LAYER=110 / layers=LAYER=129104 / layers=129  idx=17553  idx= / solSize=1389850311 / solSize=
50311LAYER=
31 / layers=129  idx=47419 / solSize=289750311
LAYER=72 / layers=129  idx=34875 / solSize=50311
LAYER=109 / layers=129  idx=14505 / solSize=50311
LAYER=91 / layers=129  idx=25470 / solSize=50311
LAYER=92 / layers=129  idx=24827 / solSize=50311
LAYER=50 / layers=129  idx=42914 / solSize=50311
LAYER=52 / layers=129  idx=42249 / solSize= / solSize=50311
50311
LAYER=87LAYER= / layers=129  idx=2750370 / layers=LAYER=122 / layers=129  idx=5890 / solSize=50311
LAYER=104 / layers=129  idx=17686 / solSize=50311
LAYER=126 / layers=129  idx=2494 / solSize=50311
LAYER=75 / layers=129  idx=33466 / solSize=50311
129LAYER=  idx=67 / layers=129  idx=36883 / solSize=3569850311 / solSize=50311
LAYER=
58 / layers=LAYER=129110  idx=40112 / solSize= / layers= / solSize=12950311
50311LAYER=  idx=
13880 / solSize=9050311
LAYER=124 / layers=LAYER=129 / layers=  idx=106129  idx=259113832 / solSize= / layers= / solSize=50311
129LAYER=108 / layers=129  idx=50311  idx=16562 / solSize=
1552450311
LAYER= / solSize=50311
LAYER=LAYER=11234114 / layers=129 / layers=  idx= / layers=46936129129 / solSize=50311  idx=  idx=11616 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=12912573 / layers= / solSize=50311
129  idx=290 / solSize=LAYER=50311
59LAYER= / layers=129129  idx=39710 / solSize=50311
LAYER=122 / layers=129  idx=5824 / solSize=50311
LAYER=81 / layers=129  idx=30569 / solSize=50311
LAYER=50 / layers=129  idx=42754 / solSize=50311
 / layers=129LAYER=  idx=122 / layers=129387  idx= / solSize=5398 / solSize=5031150311
LAYER=129 / layers=
129  idx=484 / solSize=50311
LAYER=LAYER=81 / layers=129  idx=30423
115 / layers=129  idx=LAYER= / solSize=1291070150311
 / layers= / solSize=50311
129LAYER=  idx=LAYER=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
85 / layers=129  idx=28394 / solSize=50311
LAYER=42 / layers=129  idx=45005 / solSize=50311
LAYER=124 / layers=129  idx=4237 / solSize=50311
LAYER=119 / layers=129  idx=7872 / solSize=50311
LAYER=74 / layers=129112  idx=33733 / solSize= / layers=50311
129  idx=LAYER=12433102 / solSize= / layers=129  idx=50311
18813LAYER=53 / layers= / solSize=12950311
  idx=LAYER=41817 / solSize=11050311
 / layers=LAYER=129  idx=5714030 / solSize=50311
 / layers=LAYER=69 / layers=129  idx=129  idx=4046935821 / solSize= / solSize=50311
50311
LAYER=LAYER=106 / layers=129  idx=67 / layers=16890129 / solSize=50311
  idx=36870LAYER= / solSize=35 / layers=129  idx=46721 / solSize=50311
50311
LAYER=LAYER=64 / layers=129  idx=6338033 / solSize=50311
 / layers=129  idx=LAYER=38333 / solSize=50311
121 / layers=LAYER=12974  idx= / layers=6283 / solSize=50311
129LAYER=  idx=3375449 / solSize=50311 / layers=
129  idx=43047 / solSize=50311
LAYER=LAYER=113 / layers=73 / layers=129129  idx=12172  idx= / solSize=34122 / solSize=50311
50311LAYER=118 / layers=129  idx=
8365 / solSize=50311
LAYER=LAYER=6862 / layers= / layers=129  idx=12938708 / solSize=50311
  idx=LAYER=68 / layers=36501 / solSize=129  idx=50311
36641LAYER= / solSize=12050311 / layers=129  idx=
6934 / solSize=LAYER=104 / layers=50311
129LAYER=97 / layers=129  idx=  idx=1779922314 / solSize=50311 / solSize=
50311
LAYER=LAYER=127 / layers=85129 / layers=  idx=129  idx=28535 / solSize=50311
2203LAYER= / solSize=110 / layers=50311129  idx=14339 / solSize=
50311LAYER=127 / layers=129
  idx=LAYER=93 / layers=2155129 / solSize=50311
LAYER=  idx=10324161 / solSize= / layers=50311129
  idx=LAYER=18577 / solSize=6250311
 / layers=129LAYER=  idx=76 / layers=38606 / solSize=12950311
  idx=32904 / solSize=LAYER=50311109 / layers=
129  idx=LAYER=1451540 / layers=129  idx=45489 / solSize= / solSize=5031150311

LAYER=55 / layers=129LAYER=  idx=32 / layers=129  idx=4109047143 / solSize= / solSize=50311
50311LAYER=
109 / layers=129  idx=LAYER=14673 / solSize=115 / layers=50311
129LAYER=90 / layers=129  idx=  idx=2604310565 / solSize=50311
 / solSize=LAYER=50311126
 / layers=129  idx=LAYER=260355 / solSize= / layers=50311129
  idx=41088 / solSize=LAYER=50311118
 / layers=129  idx=LAYER=836511 / layers=129  idx=49939 / solSize=50311 / solSize=
50311
LAYER=38 / layers=129LAYER=108  idx= / layers=129  idx=4598815416 / solSize=50311
 / solSize=LAYER=50311
107 / layers=129  idx=LAYER=1572485 / layers=129 / solSize=  idx=5031128681 / solSize=50311

LAYER=LAYER=51 / layers=69129  idx= / layers=42436129  idx=36161 / solSize= / solSize=5031150311

LAYER=LAYER=21116 / layers=129  idx=49023 / solSize= / layers=12950311  idx=
9749 / solSize=50311
LAYER=LAYER=88 / layers=129  idx=26865 / solSize=50311
68 / layers=129LAYER=  idx=3657398 / solSize= / layers=50311
129  idx=LAYER=2146376 / solSize=50311 / layers=
LAYER=12959  idx=33194 / solSize=50311 / layers=
129  idx=39742LAYER= / solSize=50311
96 / layers=129  idx=LAYER=2263568 / layers= / solSize=129  idx=5031136292 / solSize=
50311LAYER=
87 / layers=129  idx=27846 / solSize=50311
LAYER=8LAYER= / layers=91 / layers=129  idx=12925275  idx=50095 / solSize= / solSize=50311
50311
LAYER=82 / layers=129  idx=30296 / solSize=50311
LAYER=LAYER=68 / layers=72129 / layers=129  idx=  idx=3633834826 / solSize= / solSize=50311
50311LAYER=15
 / layers=LAYER=129126 / layers=129  idx=  idx=496512690 / solSize=50311
 / solSize=LAYER=57 / layers=12950311  idx=40647 / solSize=
50311LAYER=
LAYER=83 / layers=86129  idx=29402 / solSize=50311
 / layers=129LAYER=  idx=28091 / solSize=50311
104 / layers=129LAYER=  idx=76 / layers=12917554  idx=33049 / solSize= / solSize=5031150311
LAYER=
89 / layers=LAYER=129  idx=2651687 / solSize=50311 / layers=
129  idx=27729 / solSize=50311LAYER=11
 / layers=129  idx=49918 / solSize=LAYER=50311
22LAYER= / layers=81129 / layers=129  idx=  idx=4887430660 / solSize=50311
 / solSize=LAYER=8450311 / layers=
129  idx=LAYER=2906880 / solSize= / layers=50311129
  idx=LAYER=30926124 / solSize= / layers=129  idx=50311
4008LAYER=125 / layers=129  idx= / solSize=3543 / solSize=5031150311

LAYER=102 / layers=LAYER=12986  idx=18816 / solSize= / layers=50311129
  idx=LAYER=28251108 / layers= / solSize=50311129
LAYER=  idx=10715415 / layers= / solSize=12950311  idx=
15923 / solSize=LAYER=50311
64LAYER= / layers=120 / layers=129129  idx=7143  idx= / solSize=50311
38208LAYER= / solSize=12250311 / layers=
129  idx=5643 / solSize=50311LAYER=
102 / layers=LAYER=129  idx=1881867 / solSize=50311 / layers=
LAYER=121129 / layers=  idx=12936819 / solSize=  idx=642250311 / solSize=50311

LAYER=LAYER=89 / layers=129114  idx= / layers=26572 / solSize=12950311  idx=11268 / solSize=
50311
LAYER=44LAYER= / layers=129  idx=3644492 / layers= / solSize=50311
LAYER=129  idx=12546320 / solSize= / layers=50311129
  idx=LAYER=3716 / solSize=5150311
 / layers=LAYER=12944  idx= / layers=129  idx=4447042590 / solSize= / solSize=50311
LAYER=38 / layers=129  idx=46030 / solSize=50311
LAYER=120 / layers=129  idx=6786 / solSize=50311
LAYER=86 / layers=129  idx=28140 / solSize=50311
LAYER=108 / layers=129  idx=15163 / solSize=50311
LAYER=57 / layers=129  idx=40699 / solSize=50311
LAYER=105 / layers=129  idx=17247 / solSize=50311
LAYER=116 / layers=129  idx=10287 / solSize=50311
LAYER=94 / layers=129  idx=23809 / solSize=50311
LAYER=53 / layers=129  idx=41822 / solSize=50311
LAYER=99 / layers=129  idx=2114650311 / solSize=
50311
LAYER=LAYER=127 / layers=81 / layers=129129  idx=  idx=30701 / solSize=228950311 / solSize=50311

LAYER=LAYER=82120 / layers=129  idx=30264 / solSize= / layers=50311129
  idx=LAYER=730392 / solSize= / layers=129  idx=2473850311
 / solSize=50311LAYER=
LAYER=6925 / layers=129  idx= / layers=48425129 / solSize=50311
  idx=LAYER=36175 / solSize=9250311 / layers=129  idx=
24825 / solSize=LAYER=50311124
 / layers=129  idx=LAYER=4504 / solSize=9750311 / layers=129  idx=
22303LAYER=123 / layers= / solSize=12950311  idx=
LAYER=474298 / solSize= / layers=50311129  idx=
21720 / solSize=50311
LAYER=LAYER=12087 / layers=129  idx= / layers=27470129 / solSize=  idx=7051 / solSize=5031150311

LAYER=LAYER=90 / layers=84129 / layers=  idx=129  idx=29249 / solSize=26187 / solSize=5031150311

LAYER=78 / layers=LAYER=129119 / layers=  idx=12932074 / solSize=  idx=503117704 / solSize=50311

LAYER=LAYER=57 / layers=129  idx=79 / layers=40647 / solSize=12950311
  idx=LAYER=31549113 / layers= / solSize=12950311  idx=
LAYER=57 / layers=129  idx=11679 / solSize=4042450311 / solSize=50311

LAYER=LAYER=94 / layers=129  idx=11823558 / layers=129  idx=8799 / solSize= / solSize=50311
50311LAYER=125 / layers=
129  idx=LAYER=3514111 / solSize= / layers=50311129  idx=13305 / solSize=
50311
LAYER=LAYER=73 / layers=12986  idx= / layers=34428129 / solSize=  idx=5031128153
 / solSize=LAYER=50311123 / layers=129  idx=
5155 / solSize=LAYER=50311
93 / layers=LAYER=129  idx=24619 / solSize=78 / layers=50311129  idx=31887
 / solSize=LAYER=50311
122LAYER= / layers=124129 / layers=129  idx=  idx=39005818 / solSize= / solSize=50311
LAYER=5031183
LAYER= / layers=99 / layers=129  idx=12921178  idx= / solSize=50311
LAYER=29757 / solSize=12750311
 / layers=129  idx=LAYER=209392 / layers=129 / solSize=  idx=5031124923
 / solSize=50311
LAYER=LAYER=10579 / layers=129  idx=16976 / solSize= / layers=50311129  idx=
31437LAYER= / solSize=10250311 / layers=
LAYER=12948  idx= / layers=18856129  idx=43416 / solSize= / solSize=50311
50311LAYER=
93 / layers=LAYER=129  idx=10824207 / layers= / solSize=12950311
  idx=LAYER=15540 / solSize=5750311
 / layers=129LAYER=  idx=40679 / solSize=12750311 / layers=129  idx=1918 / solSize=
50311LAYER=
127 / layers=129  idx=2259 / solSize=50311
LAYER=LAYER=6538 / layers=129  idx= / layers=45945 / solSize=129  idx=50311
37774LAYER= / solSize=10250311 / layers=
129LAYER=  idx=119 / layers=129  idx=7636 / solSize=1884950311
 / solSize=LAYER=5031193 / layers=
129LAYER=  idx=121 / layers=129  idx=6298 / solSize=2428950311 / solSize=50311

LAYER=28 / layers=LAYER=129  idx=11647995 / layers= / solSize=50311
LAYER=129  idx=899765 / layers=129  idx= / solSize=26438 / solSize=5031150311

LAYER=LAYER=84123 / layers=129 / layers=  idx=29285 / solSize=12950311  idx=
5262LAYER= / solSize=50311
74 / layers=LAYER=32129 / layers=129  idx=  idx=4724433666 / solSize= / solSize=50311
50311
LAYER=LAYER=5867 / layers=129 / layers=  idx=129  idx=4014136767 / solSize= / solSize=5031150311

LAYER=97LAYER= / layers=75 / layers=129  idx=33504129  idx= / solSize=21999 / solSize=5031150311

LAYER=LAYER=12152 / layers=129 / layers=  idx=6591129 / solSize=50311
  idx=LAYER=42258108 / layers=129 / solSize=  idx=50311
15347LAYER= / solSize=12950311
 / layers=LAYER=39 / layers=129129  idx=0 / solSize=  idx=50311
45653LAYER= / solSize=50311129
 / layers=129LAYER=  idx=30 / layers=129  idx=9747604 / solSize= / solSize=50311
50311
LAYER=LAYER=129 / layers=112129  idx=194 / layers= / solSize=12950311
  idx=LAYER=12928129 / layers= / solSize=12950311
  idx=290 / solSize=LAYER=5031169 / layers=129  idx=35886 / solSize=
50311LAYER=129 / layers=
129  idx=387 / solSize=LAYER=50311
LAYER=121129 / layers= / layers=129129  idx=6172  idx= / solSize=484 / solSize=5031150311

LAYER=96 / layers=129LAYER=  idx=22468 / solSize=12950311 / layers=
129  idx=580 / solSize=50311
LAYER=37LAYER= / layers=129 / layers=129  idx=129677  idx=46133 / solSize= / solSize=5031150311

LAYER=126 / layers=129  idx=2434 / solSize=50311
LAYER=71 / layers=129  idx=35350 / solSize=50311
LAYER=127 / layers=129  idx=1798 / solSize=50311
LAYER=31 / layers=129  idx=47337 / solSize=50311
LAYER=90 / layers=129  idx=25962 / solSize=50311
LAYER=62 / layers=129  idx=38713 / solSize=50311
LAYER=19 / layers=129  idx=49220 / solSize=50311
LAYER=47 / layers=129  idx=43566 / solSize=50311
LAYER=125 / layers=129  idx=3530 / solSize=50311
LAYER=112 / layers=129  idx=12911 / solSize=50311
LAYER=116 / layers=129  idx=10162 / solSize=50311
LAYER=125 / layers=129  idx=3463 / solSize=50311
LAYER=87 / layers=129  idx=27438 / solSize=50311
LAYER=122 / layers=129  idx=5660 / solSize=50311
LAYER=31 / layers=129  idx=47479 / solSize=50311
LAYER=105 / layers=129  idx=17031 / solSize=50311
LAYER=114 / layers=129  idx=11022 / solSize=50311
LAYER=124 / layers=129  idx=3866 / solSize=50311
LAYER=86 / layers=129  idx=28340 / solSize=50311
LAYER=85 / layers=129  idx=28643 / solSize=50311
LAYER=94 / layers=129  idx=23881 / solSize=50311
LAYER=120 / layers=129  idx=7087 / solSize=50311
LAYER=34 / layers=129  idx=46875 / solSize=50311
LAYER=125 / layers=129  idx=3069 / solSize=50311
LAYER=60 / layers=129  idx=39513 / solSize=50311
LAYER=78 / layers=129  idx=32051 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
LAYER=107 / layers=129  idx=16212 / solSize=50311
LAYER=41 / layers=129  idx=45337 / solSize=50311
LAYER=45 / layers=129  idx=44294 / solSize=50311
LAYER=111 / layers=129  idx=13108 / solSize=50311
LAYER=79 / layers=129  idx=31733 / solSize=50311
LAYER=126 / layers=129  idx=2809 / solSize=50311
LAYER=86 / layers=129  idx=28204 / solSize=50311
LAYER=42 / layers=129  idx=44908 / solSize=50311
LAYER=96 / layers=129  idx=22687 / solSize=50311
LAYER=88 / layers=129  idx=27073 / solSize=50311
LAYER=100 / layers=129  idx=20223 / solSize=50311
LAYER=73 / layers=129  idx=34419 / solSize=50311
LAYER=37 / layers=129  idx=46132 / solSize=50311
LAYER=72 / layers=129  idx=34798 / solSize=50311
LAYER=115 / layers=129  idx=10823 / solSize=50311
LAYER=105 / layers=129  idx=16971 / solSize=50311
LAYER=125 / layers=129  idx=3544 / solSize=50311
LAYER=81 / layers=129  idx=30727 / solSize=50311
LAYER=89 / layers=129  idx=26809 / solSize=50311
LAYER=118 / layers=129  idx=8561 / solSize=50311
LAYER=55 / layers=129  idx=41113 / solSize=50311
LAYER=87 / layers=129  idx=27417 / solSize=50311
LAYER=97 / layers=129  idx=22199 / solSize=50311
LAYER=17 / layers=129  idx=49403 / solSize=50311
LAYER=29 / layers=129  idx=47861 / solSize=50311
LAYER=21 / layers=129  idx=48956 / solSize=50311
LAYER=89 / layers=129  idx=26472 / solSize=50311
LAYER=89 / layers=129  idx=26590 / solSize=50311
LAYER=51 / layers=129  idx=42638 / solSize=50311
LAYER=36 / layers=129  idx=46366 / solSize=50311
LAYER=84 / layers=129  idx=28935 / solSize=50311
LAYER=78 / layers=129  idx=32000 / solSize=50311
LAYER=47 / layers=129  idx=43611 / solSize=50311
LAYER=68 / layers=129  idx=36501 / solSize=50311
LAYER=85 / layers=129  idx=28846 / solSize=50311
LAYER=81 / layers=129  idx=30621 / solSize=50311
LAYER=109 / layers=129  idx=14714 / solSize=50311
LAYER=103 / layers=129  idx=18516 / solSize=50311
LAYER=109 / layers=129  idx=14920 / solSize=50311
LAYER=16 / layers=129  idx=49587 / solSize=50311
LAYER=21 / layers=129  idx=48931 / solSize=50311
LAYER=114 / layers=129  idx=11090 / solSize=50311
LAYER=71 / layers=129  idx=35182 / solSize=50311
LAYER=88 / layers=129  idx=26848 / solSize=50311
LAYER=76 / layers=129  idx=32842 / solSize=50311
LAYER=64 / layers=129  idx=37996 / solSize=50311
LAYER=68 / layers=129  idx=36337 / solSize=50311
LAYER=94 / layers=129  idx=23749 / solSize=50311
LAYER=93 / layers=129  idx=24199 / solSize=50311
LAYER=57 / layers=129  idx=40414 / solSize=50311
LAYER=127 / layers=129  idx=1619 / solSize=50311
LAYER=63 / layers=129  idx=38229 / solSize=50311
LAYER=108 / layers=129  idx=15094 / solSize=50311
LAYER=80 / layers=129  idx=30961 / solSize=50311
LAYER=84 / layers=129  idx=29212 / solSize=50311
LAYER=126 / layers=129  idx=2766 / solSize=50311
LAYER=123 / layers=129  idx=4992 / solSize=50311
LAYER=43 / layers=129  idx=44637 / solSize=50311
LAYER=109 / layers=129  idx=14786 / solSize=50311
LAYER=54 / layers=129  idx=41449 / solSize=50311
LAYER=94 / layers=129  idx=23771 / solSize=50311
LAYER=43 / layers=129  idx=44701 / solSize=50311
LAYER=87 / layers=129  idx=27399 / solSize=50311
LAYER=101 / layers=129  idx=19573 / solSize=50311
LAYER=88 / layers=129  idx=27268 / solSize=50311
LAYER=17 / layers=129  idx=49440 / solSize=50311
LAYER=110 / layers=129  idx=14063 / solSize=50311
LAYER=91 / layers=129  idx=25587 / solSize=50311
LAYER=120 / layers=129  idx=7120 / solSize=50311
LAYER=101 / layers=129  idx=19808 / solSize=50311
LAYER=117 / layers=129  idx=9049 / solSize=50311
LAYER=114 / layers=129  idx=11162 / solSize=50311
LAYER=69 / layers=129  idx=35933 / solSize=50311
LAYER=49 / layers=129  idx=43026 / solSize=50311
LAYER=70 / layers=129  idx=35408 / solSize=50311
LAYER=122 / layers=129  idx=5617 / solSize=50311
LAYER=53 / layers=129  idx=42031 / solSize=50311
LAYER=66 / layers=129  idx=37298 / solSize=50311
LAYER=59 / layers=129  idx=39813 / solSize=50311
LAYER=105 / layers=129  idx=17183 / solSize=50311
LAYER=124 / layers=129  idx=3935 / solSize=50311
LAYER=23 / layers=129  idx=48681 / solSize=50311
LAYER=71 / layers=129  idx=35034 / solSize=50311
LAYER=70 / layers=129  idx=35654 / solSize=50311
LAYER=10 / layers=129  idx=49982 / solSize=50311
LAYER=93 / layers=129  idx=24569 / solSize=50311
LAYER=79 / layers=129  idx=31372 / solSize=50311
LAYER=128 / layers=129  idx=1345 / solSize=50311
LAYER=111 / layers=129  idx=13353 / solSize=50311
LAYER=109 / layers=129  idx=14596 / solSize=50311
LAYER=114 / layers=129  idx=11174 / solSize=50311
LAYER=97 / layers=129  idx=22247 / solSize=50311
LAYER=77 / layers=129  idx=32743 / solSize=50311
LAYER=106 / layers=129  idx=16559 / solSize=50311
LAYER=113 / layers=129  idx=12320 / solSize=50311
LAYER=72 / layers=129  idx=34645 / solSize=50311
LAYER=95 / layers=129  idx=23452 / solSize=50311
LAYER=92 / layers=129  idx=24662 / solSize=50311
LAYER=55 / layers=129  idx=41374 / solSize=50311
LAYER=36 / layers=129  idx=46444 / solSize=50311
LAYER=34 / layers=129  idx=46754 / solSize=50311
LAYER=120 / layers=129  idx=6904 / solSize=50311
LAYER=66 / layers=129  idx=37228 / solSize=50311
LAYER=77 / layers=129  idx=32621 / solSize=50311
LAYER=51 / layers=129  idx=42519 / solSize=50311
LAYER=111 / layers=129  idx=13220 / solSize=50311
LAYER=64 / layers=129  idx=38030 / solSize=50311
LAYER=63 / layers=129  idx=38587 / solSize=50311
LAYER=46 / layers=129  idx=43904 / solSize=50311
LAYER=113 / layers=129  idx=11971 / solSize=50311
