[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=10 / layers=129  idx=50003 / solSize=50311
LAYER=127 / layers=129  idx=1738 / solSize=50311
LAYER=95 / layers=129  idx=22952 / solSize=50311
LAYER=87 / layers=129  idx=27639 / solSize=50311
LAYER=75 / layers=129  idx=33636 / solSize=50311
LAYER=92 / layers=129  idx=24959 / solSize=50311
LAYER=122 / layers=129  idx=5736 / solSize=50311
LAYER=125 / layers=129  idx=3467 / solSize=50311
LAYER=109 / layers=129  idx=14545 / solSize=50311
LAYER=114 / layers=129  idx=11437 / solSize=50311
LAYER=59 / layers=129  idx=39921 / solSize=50311
LAYER=118 / layers=129  idx=8701 / solSize=50311
LAYER=94 / layers=129  idx=23826 / solSize=50311
LAYER=126 / layers=129  idx=2645 / solSize=50311
LAYER=95 / layers=129  idx=23498 / solSize=50311
LAYER=17 / layers=129  idx=49438 / solSize=50311
LAYER=109 / layers=129  idx=14856 / solSize=50311
LAYER=63 / layers=129  idx=38306 / solSize=50311
LAYER=124 / layers=129  idx=4251 / solSize=50311
LAYER=123 / layers=129  idx=4905 / solSize=50311
LAYER=22 / layers=129  idx=48803 / solSize=50311
LAYER=47 / layers=129  idx=43547 / solSize=50311
LAYER=103 / layers=129  idx=18426 / solSize=50311
LAYER=99 / layers=129  idx=21083 / solSize=50311
LAYER=114 / layers=129  idx=11274 / solSize=50311
LAYER=121 / layers=129  idx=6590 / solSize=50311
LAYER=127 / layers=129  idx=2110 / solSize=50311
LAYER=103 / layers=129  idx=18674 / solSize=50311
LAYER=66 / layers=129  idx=37226 / solSize=50311
LAYER=55 / layers=129  idx=41138 / solSize=50311
LAYER=101 / layers=129  idx=19966 / solSize=50311
LAYER=46 / layers=129  idx=43843 / solSize=50311
LAYER=78 / layers=129  idx=32075 / solSize=50311
LAYER=30 / layers=129  idx=47567 / solSize=50311
LAYER=51 / layers=129  idx=42440 / solSize=50311
LAYER=127 / layers=129  idx=1678 / solSize=50311
LAYER=107 / layers=129  idx=16258 / solSize=50311
LAYER=45 / layers=129  idx=44338 / solSize=50311
LAYER=96 / layers=129  idx=22640 / solSize=50311
LAYER=116 / layers=129  idx=10094 / solSize=50311
LAYER=94 / layers=129  idx=23599 / solSize=50311
LAYER=86 / layers=129  idx=28352 / solSize=50311
LAYER=85 / layers=129  idx=28593 / solSize=50311
LAYER=79 / layers=129  idx=31493 / solSize=50311
LAYER=122 / layers=129  idx=5485 / solSize=50311
LAYER=36 / layers=129  idx=46426 / solSize=50311
LAYER=29 / layers=129  idx=47762 / solSize=50311
LAYER=121 / layers=129  idx=6453 / solSize=50311
LAYER=96 / layers=129  idx=22840 / solSize=50311
LAYER=79 / layers=129  idx=31420 / solSize=50311
LAYER=36 / layers=129  idx=46343 / solSize=50311
LAYER=80 / layers=129  idx=31069 / solSize=50311
LAYER=124 / layers=129  idx=3814 / solSize=50311
LAYER=84 / layers=129  idx=29052 / solSize=50311
LAYER=125 / layers=129  idx=3423 / solSize=50311
LAYER=105 / layers=129  idx=17211 / solSize=50311
LAYER=120 / layers=129  idx=6851 / solSize=50311
LAYER=80 / layers=129  idx=30953 / solSize=50311
LAYER=104 / layers=129  idx=17653 / solSize=50311
LAYER=68 / layers=129  idx=36322 / solSize=50311
LAYER=19 / layers=129  idx=49211 / solSize=50311
LAYER=43 / layers=129  idx=44740 / solSize=50311
LAYER=124 / layers=129  idx=4539 / solSize=50311
LAYER=117 / layers=129  idx=9326 / solSize=50311
LAYER=114 / layers=129  idx=11633 / solSize=50311
LAYER=102 / layers=129  idx=19305 / solSize=50311
LAYER=108 / layers=129  idx=15095 / solSize=50311
LAYER=126 / layers=129  idx=2865 / solSize=50311
LAYER=86 / layers=129  idx=28161 / solSize=50311
LAYER=102 / layers=129  idx=19057 / solSize=50311
LAYER=68 / layers=129  idx=36271 / solSize=50311
LAYER=87 / layers=129  idx=27483 / solSize=50311
LAYER=91 / layers=129  idx=25456 / solSize=50311
LAYER=73 / layers=129  idx=34370 / solSize=50311
LAYER=109 / layers=129  idx=14435 / solSize=50311
LAYER=49 / layers=129  idx=43229 / solSize=50311
LAYER=44 / layers=129  idx=44584 / solSize=50311
LAYER=76 / layers=129  idx=32812 / solSize=50311
LAYER=123 / layers=129  idx=4703 / solSize=50311
LAYER=128 / layers=129  idx=1519 / solSize=50311
LAYER=87 / layers=129  idx=27471 / solSize=50311
LAYER=56 / layers=129  idx=40952 / solSize=50311
LAYER=128 / layers=129  idx=1197 / solSize=50311
LAYER=14 / layers=129  idx=49737 / solSize=50311
LAYER=125 / layers=129  idx=3358 / solSize=50311
LAYER=127 / layers=129  idx=1662 / solSize=50311
LAYER=128 / layers=129  idx=1516 / solSize=50311
LAYER=50 / layers=129  idx=42855 / solSize=50311
LAYER=116 / layers=129  idx=9861 / solSize=50311
LAYER=93 / layers=129  idx=24574 / solSize=50311
LAYER=82 / layers=129  idx=29907 / solSize=50311
LAYER=118 / layers=129  idx=8272 / solSize=50311
LAYER=120 / layers=129  idx=7459 / solSize=50311
LAYER=81 / layers=129  idx=30407 / solSize=50311
LAYER=120 / layers=129  idx=7386 / solSize=50311
LAYER=117 / layers=129  idx=9458 / solSize=50311
LAYER=78 / layers=129  idx=32002 / solSize=50311
LAYER=100 / layers=129  idx=20349 / solSize=50311
LAYER=110 / layers=129  idx=13897 / solSize=50311
LAYER=65 / layers=129  idx=37600 / solSize=50311
LAYER=96 / layers=129  idx=22539 / solSize=50311
LAYER=109 / layers=129  idx=14377 / solSize=50311
LAYER=46 / layers=129  idx=44032 / solSize=50311
LAYER=69 / layers=129  idx=35839 / solSize=50311
LAYER=92 / layers=129  idx=24700 / solSize=50311
LAYER=111 / layers=129  idx=13615 / solSize=50311
LAYER=67 / layers=129  idx=36744 / solSize=50311
LAYER=8 / layers=129  idx=50137 / solSize=50311
LAYER=25 / layers=129  idx=48504 / solSize=50311
LAYER=67 / layers=129  idx=37020 / solSize=50311
LAYER=98 / layers=129  idx=21519 / solSize=50311
LAYER=118 / layers=129  idx=8530 / solSize=50311
LAYER=117 / layers=129  idx=8918 / solSize=50311
LAYER=69 / layers=129  idx=35825 / solSize=50311
LAYER=90 / layers=129  idx=25769 / solSize=50311
LAYER=69 / layers=129  idx=35867 / solSize=50311
LAYER=114 / layers=129  idx=11523 / solSize=50311
LAYER=41 / layers=129  idx=45247 / solSize=50311
LAYER=93 / layers=129  idx=24388 / solSize=50311
LAYER=127 / layers=129  idx=2297 / solSize=50311
LAYER=122 / layers=129  idx=5843 / solSize=50311
LAYER=99 / layers=129  idx=21057 / solSize=50311
LAYER=64 / layers=129  idx=37966 / solSize=50311
LAYER=71 / layers=129  idx=35038 / solSize=50311
LAYER=61 / layers=129  idx=38982 / solSize=50311
LAYER=94 / layers=129  idx=23995 / solSize=50311
LAYER=96 / layers=129  idx=22825 / solSize=50311
LAYER=117 / layers=129  idx=9398 / solSize=50311
LAYER=60 / layers=129  idx=39620 / solSize=50311
LAYER=105 / layers=129  idx=17108 / solSize=50311
LAYER=105 / layers=129  idx=17475 / solSize=50311
LAYER=7 / layers=129  idx=50172 / solSize=50311
LAYER=87 / layers=129  idx=27615 / solSize=50311
LAYER=28 / layers=129  idx=47967 / solSize=50311
LAYER=108 / layers=129  idx=15131 / solSize=50311
LAYER=60 / layers=129  idx=39417 / solSize=50311
LAYER=110 / layers=129  idx=14201 / solSize=50311
LAYER=120 / layers=129  idx=7029 / solSize=50311
LAYER=84 / layers=129  idx=29162 / solSize=50311
LAYER=97 / layers=129  idx=21929 / solSize=50311
LAYER=68 / layers=129  idx=36600 / solSize=50311
LAYER=89 / layers=129  idx=26758 / solSize=50311
LAYER=116 / layers=129  idx=9881 / solSize=50311
LAYER=103 / layers=129  idx=18261 / solSize=50311
LAYER=94 / layers=129  idx=23697 / solSize=50311
LAYER=108 / layers=129  idx=15304 / solSize=50311
LAYER=113 / layers=129  idx=11779 / solSize=50311
LAYER=22 / layers=129  idx=48883 / solSize=50311
LAYER=81 / layers=129  idx=30861 / solSize=50311
LAYER=108 / layers=129  idx=15452 / solSize=50311
LAYER=104 / layers=129  idx=17782 / solSize=50311
LAYER=125 / layers=129  idx=3378 / solSize=50311
LAYER=39 / layers=129  idx=45664 / solSize=50311
LAYER=30 / layers=129  idx=47528 / solSize=50311
LAYER=101 / layers=129  idx=19715 / solSize=50311
LAYER=93 / layers=129  idx=24621 / solSize=50311
LAYER=77 / layers=129  idx=32468 / solSize=50311
LAYER=91 / layers=129  idx=25393 / solSize=50311
LAYER=122 / layers=129  idx=5709 / solSize=50311
LAYER=115 / layers=129  idx=10626 / solSize=50311
LAYER=75 / layers=129  idx=33626 / solSize=50311
LAYER=118 / layers=129  idx=8457 / solSize=50311
LAYER=55 / layers=129  idx=41221 / solSize=50311
LAYER=92 / layers=129  idx=25158 / solSize=50311
LAYER=80 / layers=129  idx=31136 / solSize=50311
LAYER=110 / layers=129  idx=13731 / solSize=50311
LAYER=72 / layers=129  idx=34888 / solSize=50311
LAYER=107 / layers=129  idx=16017 / solSize=50311
LAYER=96 / layers=129  idx=22833 / solSize=50311
LAYER=125 / layers=129  idx=3714 / solSize=50311
LAYER=109 / layers=129  idx=14737 / solSize=50311
LAYER=55 / layers=129  idx=41118 / solSize=50311
LAYER=94 / layers=129  idx=23710 / solSize=50311
LAYER=66 / layers=129  idx=37257 / solSize=50311
LAYER=62 / layers=129  idx=38917 / solSize=50311
LAYER=107 / layers=129  idx=15667 / solSize=50311
LAYER=97 / layers=129  idx=22018 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
[RUN] recovered solution, finite? yes
LAYER=107 / layers=129  idx=16005 / solSize=50311
LAYER=95 / layers=129  idx=23366 / solSize=50311
LAYER=47 / layers=129  idx=43732 / solSize=50311
LAYER=121 / layers=129  idx=6473 / solSize=50311
LAYER=48 / layers=129  idx=43483 / solSize=50311
LAYER=69 / layers=129  idx=36168 / solSize=50311
LAYER=98 / layers=129  idx=21775 / solSize=50311
LAYER=51 / layers=129  idx=42572 / solSize=50311
LAYER=58 / layers=129  idx=40164 / solSize=50311
LAYER=100 / layers=129  idx=20215 / solSize=50311
LAYER=98 / layers=129  idx=21573 / solSize=50311
LAYER=96 / layers=129  idx=22930 / solSize=50311
LAYER=79 / layers=129  idx=31766 / solSize=50311
LAYER=129 / layers=129  idx=640 / solSize=50311
LAYER=94 / layers=129  idx=23632 / solSize=50311
LAYER=124 / layers=129  idx=3880 / solSize=50311
LAYER=121 / layers=129  idx=6424 / solSize=50311
LAYER=118 / layers=129  idx=8558 / solSize=50311
LAYER=114 / layers=129  idx=11260 / solSize=50311
LAYER=104 / layers=129  idx=18070 / solSize=50311
LAYER=124 / layers=129  idx=4475 / solSize=50311
LAYER=106 / layers=129  idx=16399 / solSize=50311
LAYER=98 / layers=129  idx=21393 / solSize=50311
LAYER=86 / layers=129  idx=28216 / solSize=50311
LAYER=22 / layers=129  idx=48802 / solSize=50311
LAYER=100 / layers=129  idx=20312 / solSize=50311
LAYER=52 / layers=129  idx=42204 / solSize=50311
LAYER=81 / layers=129  idx=30827 / solSize=50311
LAYER=118 / layers=129  idx=8431 / solSize=50311
LAYER=46 / layers=129  idx=44026 / solSize=50311
LAYER=88 / layers=129  idx=27195 / solSize=50311
LAYER=107 / layers=129  idx=16283 / solSize=50311
LAYER=122 / layers=129  idx=5427 / solSize=50311
LAYER=91 / layers=129  idx=25703 / solSize=50311
LAYER=22 / layers=129  idx=48863 / solSize=50311
LAYER=118 / layers=129  idx=8873 / solSize=50311
LAYER=122 / layers=129  idx=5718 / solSize=50311
LAYER=79 / layers=129  idx=31593 / solSize=50311
LAYER=120 / layers=129  idx=7189 / solSize=50311
LAYER=47 / layers=129  idx=43733 / solSize=50311
LAYER=76 / layers=129  idx=32876 / solSize=50311
LAYER=54 / layers=129  idx=41692 / solSize=50311
LAYER=117 / layers=129  idx=9027 / solSize=50311
LAYER=120 / layers=129  idx=7461 / solSize=50311
LAYER=128 / layers=129  idx=966 / solSize=50311
LAYER=96 / layers=129  idx=22410 / solSize=50311
LAYER=109 / layers=129  idx=14832 / solSize=50311
LAYER=125 / layers=129  idx=3643 / solSize=50311
LAYER=63 / layers=129  idx=38216 / solSize=50311
LAYER=88 / layers=129  idx=27013 / solSize=50311
LAYER=92 / layers=129  idx=24786 / solSize=50311
LAYER=89 / layers=129  idx=26784 / solSize=50311
LAYER=80 / layers=129  idx=31187 / solSize=50311
LAYER=115 / layers=129  idx=10640 / solSize=50311
LAYER=96 / layers=129  idx=22772 / solSize=50311
LAYER=125 / layers=129  idx=3462 / solSize=50311
LAYER=126 / layers=129  idx=2606 / solSize=50311
LAYER=64 / layers=129  idx=37990 / solSize=50311
LAYER=101 / layers=129  idx=19498 / solSize=50311
LAYER=124 / layers=129  idx=4487 / solSize=50311
LAYER=54 / layers=129  idx=41554 / solSize=50311
LAYER=98 / layers=129  idx=21317 / solSize=50311
LAYER=85 / layers=129  idx=28490 / solSize=50311
LAYER=94 / layers=129  idx=23848 / solSize=50311
LAYER=105 / layers=129  idx=17295 / solSize=50311
LAYER=88 / layers=129  idx=27268 / solSize=50311
LAYER=98 / layers=129  idx=21326 / solSize=50311
LAYER=118 / layers=129  idx=8738 / solSize=50311
LAYER=100 / layers=129  idx=20519 / solSize=50311
LAYER=118 / layers=129  idx=8458 / solSize=50311
LAYER=106 / layers=129  idx=16542 / solSize=50311
LAYER=50 / layers=129  idx=42918 / solSize=50311
LAYER=100 / layers=129  idx=20238 / solSize=50311
LAYER=126 / layers=129  idx=2355 / solSize=50311
LAYER=125 / layers=129  idx=3359 / solSize=50311
LAYER=7 / layers=129  idx=50166 / solSize=50311
LAYER=58 / layers=129  idx=40218 / solSize=50311
LAYER=109 / layers=129  idx=14644 / solSize=50311
LAYER=21 / layers=129  idx=49004 / solSize=50311
LAYER=104 / layers=129  idx=18052 / solSize=50311
LAYER=125 / layers=129  idx=3750 / solSize=50311
LAYER=45 / layers=129  idx=44255 / solSize=50311
LAYER=85 / layers=129  idx=28503 / solSize=50311
LAYER=92 / layers=129  idx=24891 / solSize=50311
LAYER=47 / layers=129  idx=43746 / solSize=50311
LAYER=126 / layers=129  idx=2371 / solSize=50311
LAYER=79 / layers=129  idx=31572 / solSize=50311
LAYER=41 / layers=129  idx=45335 / solSize=50311
LAYER=94 / layers=129  idx=24022 / solSize=50311
LAYER=110 / layers=129  idx=13863 / solSize=50311
LAYER=83 / layers=129  idx=29639 / solSize=50311
LAYER=114 / layers=129  idx=11550 / solSize=50311
LAYER=38 / layers=129  idx=45936 / solSize=50311
LAYER=120 / layers=129  idx=7220 / solSize=50311
LAYER=39 / layers=129  idx=45640 / solSize=50311
LAYER=35 / layers=129  idx=46586 / solSize=50311
LAYER=45 / layers=129  idx=44143 / solSize=50311
LAYER=92 / layers=129  idx=24648 / solSize=50311
LAYER=128 / layers=129  idx=814 / solSize=50311
LAYER=[RUN] recovered solution, finite? 44yes
 / layers=129  idx=44490 / solSize=50311
LAYER=96 / layers=129  idx=22639 / solSize=50311
LAYER=55 / layers=129  idx=41330 / solSize=50311
LAYER=82 / layers=129  idx=30194 / solSize=50311
LAYER=106 / layers=129  idx=16432 / solSize=50311
LAYER=43 / layers=129  idx=44789 / solSize=50311
LAYER=123 / layers=129  idx=4911 / solSize=50311
LAYER=81 / layers=129  idx=30572 / solSize=50311
LAYER=78 / layers=129  idx=32080 / solSize=50311
LAYER=127 / layers=129  idx=1807 / solSize=50311
LAYER=56 / layers=129  idx=40759 / solSize=50311
LAYER=114 / layers=129  idx=11376 / solSize=50311
LAYER=48 / layers=129  idx=43490 / solSize=50311
LAYER=98 / layers=129  idx=21754 / solSize=50311
LAYER=92 / layers=129  idx=24731 / solSize=50311
LAYER=100 / layers=129  idx=20448 / solSize=50311
LAYER=96 / layers=129  idx=22801 / solSize=50311
LAYER=116 / layers=129  idx=10104 / solSize=50311
LAYER=104 / layers=129  idx=17839 / solSize=50311
LAYER=103 / layers=129  idx=18340 / solSize=50311
LAYER=86 / layers=129  idx=28368 / solSize=50311
LAYER=116 / layers=129  idx=9918 / solSize=50311
LAYER=54 / layers=129  idx=41708 / solSize=50311
LAYER=126 / layers=129  idx=2327 / solSize=50311
LAYER=100 / layers=129  idx=20332 / solSize=50311
LAYER=121 / layers=129  idx=6354 / solSize=50311
LAYER=110 / layers=129  idx=14138 / solSize=50311
LAYER=58 / layers=129  idx=40271 / solSize=50311
LAYER=107 / layers=129  idx=15881 / solSize=50311
LAYER=96LAYER= / layers=129  idx=22482 / solSize=50311
LAYER=101 / layers=129  idx=19560129 / solSize=50311
 / layers=LAYER=129113  idx= / layers=129  idx=11899 / solSize=24150311 / solSize=
50311LAYER=107 / layers=
129  idx=LAYER=15852 / solSize=5031151
 / layers=129LAYER=  idx=87 / layers=42391129 / solSize=  idx=50311
27499 / solSize=LAYER=50311122 / layers=
129LAYER=80 / layers=129  idx=  idx=31056 / solSize=503115832
 / solSize=LAYER=11650311 / layers=129  idx=9842 / solSize=
50311LAYER=
LAYER=111116 / layers=129  idx=13614 / solSize= / layers=50311129
  idx=LAYER=996977 / solSize= / layers=50311129
  idx=LAYER=32295110 / layers=129  idx= / solSize=1403950311 / solSize=50311
LAYER=85 / layers=129  idx=28852 / solSize=50311
LAYER=22 / layers=129  idx=48823 / solSize=50311
LAYER=82 / layers=129  idx=29902 / solSize=50311
LAYER=104 / layers=129  idx=18083 / solSize=50311
LAYER=120 / layers=129  idx=7068 / solSize=50311
LAYER=128 / layers=129  idx=797 / solSize=50311
LAYER=22 / layers=129  idx=48811 / solSize=50311
LAYER=104 / layers=129  idx=17791 / solSize=50311

LAYER=LAYER=121125 / layers=129  idx=6442 / layers= / solSize=12950311  idx=
3519LAYER= / solSize=11850311 / layers=129  idx=8416 / solSize=50311
LAYER=113 / layers=129  idx=12256 / solSize=50311
LAYER=104 / layers=129  idx=17611 / solSize=50311
LAYER=70 / layers=129  idx=35507 / solSize=50311
LAYER=114 / layers=129  idx=11348 / solSize=50311
LAYER=105 / layers=129  idx=17322 / solSize=50311

LAYER=121 / layers=129  idx=LAYER=613424 / solSize= / layers=50311129
  idx=LAYER=4854895 / solSize= / layers=50311129
LAYER=76 / layers=  idx=12922977  idx= / solSize=50311
LAYER=114 / layers=129  idx=11278 / solSize=50311
LAYER=14 / layers=129  idx=49690 / solSize=50311
LAYER=73 / layers=129  idx=34205 / solSize=50311
LAYER=128 / layers=129  idx=1140 / solSize=50311
LAYER=73 / layers=129  idx=34372 / solSize=50311
LAYER=74 / layers=129  idx=33907 / solSize=50311
LAYER=69 / layers=129  idx=35831 / solSize=50311
LAYER=48 / layers=129  idx=43416 / solSize=50311
LAYER=33145105 / solSize= / layers=50311129
  idx=17381 / solSize=50311
LAYER=94 / layers=LAYER=129121  idx= / layers=23845129  idx=6396 / solSize= / solSize=5031150311

LAYER=LAYER=9228 / layers=129  idx= / layers=25069129  idx= / solSize=4804150311 / solSize=
50311LAYER=63
 / layers=LAYER=12933  idx= / layers=38251129 / solSize=  idx=5031146975
 / solSize=50311
LAYER=LAYER=3585 / layers= / layers=129129  idx=  idx=4662028388 / solSize= / solSize=50311
50311
LAYER=LAYER=5944 / layers=129  idx= / layers=39714129 / solSize=  idx=5031144462
 / solSize=LAYER=50311127
 / layers=LAYER=80 / layers=129  idx=12930941  idx=2035 / solSize= / solSize=5031150311

LAYER=LAYER=93 / layers=113129 / layers=  idx=12924606  idx= / solSize=50311
12276LAYER= / solSize=12050311 / layers=
129LAYER=  idx=123 / layers=7027129 / solSize=  idx=503114927
 / solSize=50311
LAYER=LAYER=123100 / layers= / layers=129129  idx=  idx=461920571 / solSize= / solSize=5031150311

LAYER=LAYER=80 / layers=129  idx=10931293 / layers=129  idx=14472 / solSize= / solSize=5031150311

LAYER=LAYER=80 / layers=129  idx=6931122 / layers=129  idx= / solSize=3615650311 / solSize=
50311LAYER=
91LAYER=80 / layers= / layers=129129  idx=  idx=2566830917 / solSize= / solSize=50311
LAYER=83 / layers=129  idx=29799 / solSize=50311
LAYER=111 / layers=129  idx=13196 / solSize=50311
LAYER=38 / layers=129  idx=46059 / solSize=50311
LAYER=117 / layers=129  idx=9197 / solSize=50311
LAYER=106 / layers=129  idx=16617 / solSize=50311
LAYER=46 / layers=129  idx=43893 / solSize=50311
LAYER=32 / layers=129  idx=47291 / solSize=5031150311

LAYER=LAYER=84113 / layers= / layers=129129  idx=  idx=2909912329 / solSize= / solSize=50311
LAYER=118 / layers=129  idx=8383 / solSize=50311
LAYER=38 / layers=129  idx=45937 / solSize=50311
LAYER=105 / layers=129  idx=16958 / solSize=50311
LAYER=102 / layers=129  idx=19189 / solSize=50311
